id,title,year,imdb_id,tmdb_id,tmdb_type,type,popularity_percentile
1501613,Black Widow,2021,tt3480822,497698,movie,movie,99.964
1496510,The Suicide Squad,2021,tt6334354,436969,movie,movie,99.952
1491945,Black Panther: Wakanda Forever,2022,tt9114286,505642,movie,movie,99.971
1490260,Eternals,2021,tt9032400,524434,movie,movie,99.942
1452255,Us,2019,tt6857112,458723,movie,movie,99.875
1343132,Shazam!,2019,tt0448115,287947,movie,movie,99.859
1318351,Red Notice,2021,tt7991608,512195,movie,movie,99.836
1193410,John Wick: Chapter 3 - Parabellum,2019,tt6146586,458156,movie,movie,99.959
1187767,It: Chapter Two,2019,tt7349950,474350,movie,movie,99.935
157269,No Time to Die,2021,tt2382320,370172,movie,movie,99.946
3227633,Haunted Hotel,2025,tt32499579,255752,tv,tv_series,98.09
3209879,Kaiju No. 8,2024,tt21975436,207468,tv,tv_series,99.684
3196837,The Eternaut,2025,tt27740241,226362,tv,tv_series,95.535
3191933,The Walking Dead: Daryl Dixon,2023,tt13062500,211684,tv,tv_series,98.955
3188103,Outlander: Blood of My Blood,2025,tt18332852,207484,tv,tv_series,97.969
3185899,Skeleton Crew,2024,tt20600980,202879,tv,tv_series,97.166
3184203,Mr. & Mrs. Smith,2024,tt14044212,118642,tv,tv_series,96.076
3182880,Twisted Metal,2023,tt14261112,133748,tv,tv_series,98.09
3182399,The Terminal List,2022,tt11743610,120911,tv,tv_series,99.527
3177205,Yellowjackets,2021,tt11041332,117488,tv,tv_series,99.226
3168647,Outer Banks,2020,tt10293938,100757,tv,tv_series,99.927
3168508,Alex Rider,2020,tt6964748,99799,tv,tv_series,96.536
3162280,Demon Slayer: Kimetsu no Yaiba,2019,tt9335498,85937,tv,tv_series,97.967
3155995,What We Do in the Shadows,2019,tt7908628,83631,tv,tv_series,99.436
350163,Halo,2022,tt2934286,52814,tv,tv_series,99.268
1901214,Swapped,2026,tt29552248,1007757,movie,movie,99.986
1824485,They Will Kill You,2026,tt31728330,1292695,movie,movie,99.922
1685674,Wicked: For Good,2025,tt19847976,967941,movie,movie,99.935
1685606,Thunderbolts*,2025,tt20969586,986056,movie,movie,99.983
1629314,Blue Beetle,2023,tt9362930,565770,movie,movie,99.809
1623260,Prey,2022,tt11866324,766507,movie,movie,99.875
1620824,The Smashing Machine,2025,tt11214558,760329,movie,movie,99.724
1617958,Operation Fortune: Ruse de Guerre,2023,tt7985704,739405,movie,movie,99.774
1616014,The Gray Man,2022,tt1649418,725201,movie,movie,99.902
1595152,Renfield,2023,tt11358390,649609,movie,movie,99.669
1595029,The Northman,2022,tt11138512,639933,movie,movie,99.942
1593277,The Fantastic Four: First Steps,2025,tt10676052,617126,movie,movie,99.988
1591366,Nope,2022,tt10954984,762504,movie,movie,99.876
1586906,Venom: Let There Be Carnage,2021,tt7097896,580489,movie,movie,99.959
1586886,The Matrix Resurrections,2021,tt10838180,624860,movie,movie,99.914
1581143,"Good Luck, Have Fun, Don't Die",2025,tt1341338,1119449,movie,movie,99.961
1540132,The Invisible Man,2020,tt1051906,570670,movie,movie,99.836
1515637,A Quiet Place Part II,2020,tt8332922,520763,movie,movie,99.929
1515072,Uncharted,2022,tt1464335,335787,movie,movie,99.914
1505741,Extraction,2020,tt8936646,545609,movie,movie,99.809
1504520,Black Adam,2022,tt6443346,436270,movie,movie,99.964
1494390,Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,2020,tt7713068,495764,movie,movie,99.903
1471731,Wonder Woman 1984,2020,tt7126948,464052,movie,movie,99.876
1438469,Toy Story 4,2019,tt1979376,301528,movie,movie,99.967
1403456,The Lion King,2019,tt6105098,420818,movie,movie,99.914
1195406,Jumanji: The Next Level,2019,tt7975244,512200,movie,movie,99.942
122224,Alita: Battle Angel,2019,tt0437086,399579,movie,movie,99.946
120878,Aladdin,2019,tt6139732,420817,movie,movie,99.903
3224153,Last Samurai Standing,2025,tt32237534,252193,tv,tv_series,99.034
3197140,Bloodhounds,2023,tt26315487,127529,tv,tv_series,99.069
3194977,FUBAR,2023,tt13064902,221300,tv,tv_series,96.897
3194539,My Adventures with Superman,2023,tt14681924,125928,tv,tv_series,98.549
3189665,Tracker,2024,tt13875494,211288,tv,tv_series,99.824
3186703,Renegade Nell,2024,tt14502758,157569,tv,tv_series,97.166
3185315,Chainsaw Man,2022,tt13616990,114410,tv,tv_series,99.069
3182029,Hell's Paradise,2023,tt13911284,117465,tv,tv_series,99.172
3175655,All of Us Are Dead,2022,tt14169960,99966,tv,tv_series,99.033
3170347,Star Trek: Strange New Worlds,2022,tt12327578,103516,tv,tv_series,99.89
3164931,Jurassic World: Camp Cretaceous,2020,tt10436228,93741,tv,tv_series,99.033
3160193,Star Trek: Picard,2020,tt8806524,85949,tv,tv_series,99.32
3105068,See,2019,tt7949218,80752,tv,tv_series,99.12
1785174,Anaconda,2025,tt33244668,1234731,movie,movie,99.922
1773066,Chainsaw Man - The Movie: Reze Arc,2025,tt30472557,1218925,movie,movie,99.977
1757952,Black Phone 2,2025,tt29644189,1197137,movie,movie,99.929
1686691,The Pope's Exorcist,2023,tt13375076,758323,movie,movie,99.588
1653388,Mickey 17,2025,tt12299608,696506,movie,movie,99.935
1650358,Barbarian,2022,tt15791034,913290,movie,movie,99.892
1645477,Smile,2022,tt15474916,882598,movie,movie,99.876
1644435,Dune: Part Two,2024,tt15239678,693134,movie,movie,99.987
1624514,X,2022,tt13560574,760104,movie,movie,99.903
1620681,The Black Phone,2021,tt7144666,756999,movie,movie,99.857
1618201,65,2023,tt12261776,700391,movie,movie,99.857
1609996,The Adam Project,2022,tt2463208,696806,movie,movie,99.809
1603320,Creed III,2023,tt11145118,677179,movie,movie,99.774
1592516,Plane,2023,tt5884796,646389,movie,movie,99.728
1583831,Meg 2: The Trench,2023,tt9224104,615656,movie,movie,99.964
1583797,The Tomorrow War,2021,tt9777666,588228,movie,movie,99.935
1566628,Mission: Impossible - The Final Reckoning,2025,tt9603208,575265,movie,movie,99.983
1565036,Puss in Boots: The Last Wish,2022,tt3915174,315162,movie,movie,99.959
1564077,Enola Holmes,2020,tt7846844,497582,movie,movie,99.809
1559109,Ready or Not,2019,tt7798634,567609,movie,movie,99.929
1553969,Ghostbusters: Afterlife,2021,tt4513678,425909,movie,movie,99.929
1480917,Zombieland: Double Tap,2019,tt1560220,338967,movie,movie,99.809
1472956,X-Men: Dark Phoenix,2019,tt6565702,320288,movie,movie,99.952
1195869,Jurassic World: Dominion,2022,tt8041270,507086,movie,movie,99.946
1195601,Jungle Cruise,2021,tt0870154,451048,movie,movie,99.836
1167187,Fast & Furious Presents: Hobbs & Shaw,2019,tt6806448,384018,movie,movie,99.935
1150103,Godzilla: King of the Monsters,2019,tt3741700,373571,movie,movie,99.914
1150091,Godzilla vs. Kong,2021,tt5034838,399566,movie,movie,99.914
