id,title,year,imdb_id,tmdb_id,tmdb_type,type,popularity_percentile
34347,Adventure Time,2010,tt1305826,15260,tv,tv_series,99.941
1690549,Kung Fu Panda 4,2024,tt21692408,1011985,movie,movie,99.903
1292712,Paddington,2014,tt1109624,116149,movie,movie,99.669
1274510,Night at the Museum: Secret of the Tomb,2014,tt2692250,181533,movie,movie,99.859
1260821,Mortal Engines,2018,tt1571234,428078,movie,movie,99.809
1257219,Mission: Impossible III,2006,tt0317919,956,movie,movie,99.892
3217397,Billionaires' Bunker,2025,tt31173096,245648,tv,tv_series,96.536
3182004,The Eminence in Shadow,2022,tt14115938,119495,tv,tv_series,99.4
3165062,Beastars,2019,tt11043632,90937,tv,tv_series,99.1
314817,Black Clover,2017,tt7441658,73223,tv,tv_series,98.2
1886541,The Great Flood,2025,tt29927663,982843,movie,movie,99.834
1426492,The Walk,2015,tt3488710,285783,movie,movie,99.669
1350599,Skyscraper,2018,tt5758778,447200,movie,movie,99.724
1324273,Robin Hood,2010,tt0955308,20662,movie,movie,99.809
1316173,Rango,2011,tt1192628,44896,movie,movie,99.914
1297296,Paul,2011,tt1092026,39513,movie,movie,99.728
1292619,Pacific Rim: Uprising,2018,tt2557478,268896,movie,movie,99.903
1284204,Okja,2017,tt3967856,387426,movie,movie,99.588
1153208,Green Lantern,2011,tt1133985,44912,movie,movie,99.922
3240179,Unfamiliar,2026,tt37024136,274776,tv,tv_series,97.166
3238897,Daybreak,2019,tt8755226,83478,tv,tv_series,92.631
3175970,The Gift,2019,tt10075318,96348,tv,tv_series,92.631
3166198,Dorohedoro,2020,tt11147852,94404,tv,tv_series,97.635
399148,Regular Show,2010,tt1710308,31132,tv,tv_series,99.957
380991,Mr. Mercedes,2017,tt4354880,70485,tv,tv_series,99.153
380005,Monster,2004,tt0434706,30981,tv,tv_series,99.716
369021,Legacies,2018,tt8103070,79460,tv,tv_series,98.954
1765851,Karate Kid: Legends,2025,tt1674782,1011477,movie,movie,99.903
1694275,The Family Plan,2023,tt16431870,1029575,movie,movie,99.903
1616694,Transformers One,2024,tt8864596,698687,movie,movie,99.89
1398252,The Huntsman: Winter's War,2016,tt2381991,290595,movie,movie,99.809
1386094,The Darjeeling Limited,2007,tt0838221,4538,movie,movie,99.467
1304456,Pompeii,2014,tt1921064,76649,movie,movie,99.276
1298481,Penguins of Madagascar,2014,tt1911658,270946,movie,movie,99.859
1274509,Night at the Museum: Battle of the Smithsonian,2009,tt1078912,18360,movie,movie,99.809
